image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,MOS_zscore
5912436872.jpg,0,5,54,43,1,103,3.3883495145631097,0.5979213947409621,66.4054054054054
8456644085.jpg,0,7,72,23,0,102,3.15686274509804,0.521708883566678,58.287383177570106
4252517673.jpg,0,4,64,36,1,105,3.32380952380952,0.563219421909541,61.722972972973004
8066151099.jpg,0,11,81,19,1,112,3.08928571428571,0.546134185216919,57.5512820512821
872022815.jpg,4,74,22,0,0,100,2.18,0.47947783045620596,30.826923076923105
6050570749.jpg,2,45,70,6,0,123,2.65040650406504,0.600324227115871,45.5909090909091
163977327.jpg,25,73,8,0,0,106,1.83962264150943,0.536954240363538,22.38125
3759443485.jpg,0,45,52,1,0,98,2.55102040816327,0.520159550851563,41.493119266055004
8933319583.jpg,4,89,51,0,0,144,2.32638888888889,0.526631479158543,36.2916666666667
8216118608.jpg,0,0,52,54,0,106,3.5094339622641497,0.5022858798744929,68.8491379310345
2341720836.jpg,0,6,82,40,1,129,3.2790697674418596,0.55869188995991,62.6476377952756
7668828488.jpg,0,1,42,59,2,104,3.59615384615385,0.5489483461867609,70.675
6035124340.jpg,0,0,30,70,3,103,3.7378640776699,0.504123487994673,73.77678571428571
4912317009.jpg,0,0,30,69,5,104,3.75961538461538,0.530528081075412,76.2617924528302
3224700403.jpg,0,6,71,33,0,110,3.2454545454545496,0.544974768145213,60.8125
6656519345.jpg,11,78,13,0,0,102,2.01960784313725,0.487068258311613,26.339285714285698
3518265762.jpg,0,1,33,67,2,103,3.6796116504854397,0.5279184472262349,73.7712264150943
5616548747.jpg,0,3,20,77,2,102,3.76470588235294,0.5298322280364279,75.475
8948115296.jpg,0,18,74,13,0,105,2.9523809523809503,0.543863535997354,53.1314655172414
6486375983.jpg,32,60,11,1,0,104,1.81730769230769,0.6500847305032299,20.661214953271
4674618399.jpg,0,17,59,32,0,108,3.13888888888889,0.662173330970994,56.442796610169495
4223697086.jpg,0,6,54,45,0,105,3.3714285714285697,0.5925359913953759,64.472972972973
6143020134.jpg,1,4,65,60,2,132,3.43939393939394,0.6209765242157801,68.5277777777778
3636701462.jpg,0,0,30,71,3,104,3.74038461538462,0.502328409725477,77.3325242718447
4522459343.jpg,0,0,34,69,4,107,3.7196261682242997,0.5283365230351911,75.25
8398548523.jpg,0,9,72,27,0,108,3.1666666666666696,0.5553478324017039,59.9181415929204
8862366940.jpg,0,11,60,35,0,106,3.22641509433962,0.621565134585182,61.5491071428571
5370538873.jpg,0,23,61,16,0,100,2.93,0.6236905474591539,50.13815789473679
9719700871.jpg,0,0,29,71,6,106,3.78301886792453,0.534606521634318,76.6778846153846
2199234449.jpg,0,36,62,6,0,104,2.7115384615384603,0.568989513495208,45.2894736842105
6578628541.jpg,0,17,64,27,0,108,3.09259259259259,0.6344772966344949,55.76890756302521
5756343761.jpg,0,1,30,74,5,110,3.7545454545454504,0.544974768145213,75.7702702702703
531889120.jpg,0,3,38,60,5,106,3.6320754716981103,0.6222152697168579,69.1673728813559
8428610140.jpg,0,2,51,51,0,104,3.47115384615385,0.538908115251656,68.1
3090534929.jpg,6,53,42,5,0,106,2.43396226415094,0.676389123346533,37.0320512820513
7502944264.jpg,0,1,37,66,5,109,3.6880733944954103,0.572474287089111,72.01875
5349969174.jpg,2,65,31,2,0,100,2.33,0.551490175924662,36.025
8185021640.jpg,0,0,27,81,4,112,3.79464285714286,0.48654681093169205,76.10344827586209
8177168382.jpg,1,38,59,4,0,102,2.64705882352941,0.574146957824214,42.3934782608696
325203196.jpg,46,54,5,0,0,105,1.6095238095238102,0.58004041794248,15.2241379310345
9700041426.jpg,0,2,43,60,1,106,3.56603773584906,0.552377854190896,70.7283653846154
4617163865.jpg,9,69,19,0,0,97,2.10309278350515,0.530026258832094,28.904411764705895
4626592042.jpg,0,36,82,9,0,127,2.7874015748031495,0.5581989356345389,48.4047619047619
11242015725.jpg,0,4,56,41,0,101,3.36633663366337,0.560763270502406,63.71527777777779
5572898913.jpg,26,68,12,0,0,106,1.86792452830189,0.586766306984033,22.361607142857103
3603046487.jpg,0,27,72,10,0,109,2.8440366972477102,0.563952846837089,49.371794871794904
9720517445.jpg,0,3,54,41,2,100,3.42,0.5891270720911639,64.6869158878505
7871346190.jpg,0,1,36,60,4,101,3.6633663366336604,0.570565118505719,71.43055555555559
10077880165.jpg,9,70,28,1,0,108,2.19444444444444,0.587380265521398,31.2256637168142
3948277105.jpg,0,7,80,20,0,107,3.1214953271028,0.489710741996757,57.9789719626168
3612174577.jpg,9,60,32,1,0,102,2.24509803921569,0.620384334881543,34.233490566037695
3872509611.jpg,3,34,52,7,0,96,2.65625,0.662183390085604,43.664285714285704
8522094125.jpg,0,3,60,38,1,102,3.36274509803922,0.5591580602672839,65.8676470588235
7301944302.jpg,0,6,60,37,1,104,3.31730769230769,0.5955241319920749,65.53504672897199
4937662029.jpg,0,2,44,58,0,104,3.5384615384615397,0.538301480532277,71.0471698113208
8230377264.jpg,3,68,58,1,0,130,2.43846153846154,0.5568995867048511,38.742125984252
2952908030.jpg,0,22,75,6,1,104,2.86538461538462,0.540723935947584,50.2179487179487
6430851513.jpg,2,51,48,1,0,102,2.47058823529412,0.55768052803139,38.575
7617788578.jpg,0,4,73,28,0,105,3.2285714285714304,0.504920840276033,62.05
5502130313.jpg,0,20,70,15,1,106,2.97169811320755,0.608785632297317,52.92647058823529
5995083892.jpg,0,15,61,29,0,105,3.13333333333333,0.636496822559394,58.527027027026996
10827568885.jpg,0,1,25,74,9,109,3.8348623853211006,0.569498828859231,77.4872881355932
8675618794.jpg,2,40,54,7,0,103,2.64077669902913,0.639460080650747,43.43918918918921
9476907478.jpg,0,0,27,75,6,108,3.80555555555556,0.519855000152735,76.4285714285714
9731493509.jpg,13,74,18,0,0,105,2.04761904761905,0.543863535997354,27.6597222222222
4692485168.jpg,0,4,52,53,1,110,3.4636363636363594,0.5854077654734039,66.4889380530973
11511265293.jpg,26,65,13,0,0,104,1.875,0.6023820031092421,24.276785714285698
4034220859.jpg,0,29,76,8,0,113,2.8141592920353995,0.543610163732964,49.125
152780037.jpg,5,43,42,9,0,99,2.55555555555556,0.7315376902732009,40.6554621848739
2393187912.jpg,7,64,33,3,0,107,2.29906542056075,0.632678541748658,36.4823008849558
7007091368.jpg,0,1,62,41,3,107,3.42990654205607,0.568217164383648,66.6316964285714
5342778275.jpg,0,16,69,17,0,102,3.0098039215686296,0.571520432475467,55.464601769911496
6883091790.jpg,0,8,81,17,0,106,3.08490566037736,0.48043481354174705,56.4369158878505
9700460977.jpg,0,3,54,46,3,106,3.4622641509434,0.6043418821429879,66.1160714285714
8698328366.jpg,0,2,42,59,2,105,3.5809523809523798,0.5680762472684661,68.594537815126
8754056878.jpg,0,0,41,63,2,106,3.6320754716981103,0.5223658943529029,75.0290178571429
5901783769.jpg,0,6,50,48,1,105,3.4190476190476202,0.616768133420437,63.7717391304348
2739038267.jpg,0,0,27,68,13,108,3.8703703703703702,0.597386716944033,77.4934210526316
8128896956.jpg,4,34,52,12,1,103,2.7281553398058302,0.756594210368004,47.8028846153846
7569119428.jpg,1,4,42,50,10,107,3.5981308411215003,0.7505948971983679,68.58125
9646156379.jpg,0,2,36,60,2,100,3.62,0.564613034553648,71.8440366972477
4987072948.jpg,0,6,77,45,0,128,3.3046875,0.554985901076506,65.23214285714289
8261560586.jpg,0,3,46,52,0,101,3.4851485148514905,0.5588177052695921,65.466814159292
4881913692.jpg,0,0,29,72,7,108,3.7962962962963,0.542738973753511,72.84375
8444615248.jpg,0,0,46,52,1,99,3.54545454545455,0.520453634013347,72.20631067961159
3776716867.jpg,1,4,64,39,0,108,3.30555555555556,0.587380265521398,62.94866071428571
8461148661.jpg,0,32,63,4,0,99,2.7171717171717202,0.535293244836351,47.01834862385321
5936667753.jpg,2,46,56,5,0,109,2.58715596330275,0.6117825983733461,42.25
8558582535.jpg,0,9,69,27,1,106,3.18867924528302,0.5873784785714821,58.3340336134454
6977310046.jpg,7,87,18,0,0,112,2.09821428571429,0.46421145827335797,30.014830508474603
8532727626.jpg,0,0,48,57,4,109,3.5963302752293598,0.563048350911192,70.4663865546218
4774195402.jpg,0,0,21,83,4,108,3.84259259259259,0.45676712480186,76.1184210526316
7822391242.jpg,0,16,57,32,0,105,3.1523809523809505,0.661887632529297,60.04411764705879
366471935.jpg,0,0,15,81,11,107,3.96261682242991,0.493834317278461,79.65
11293176185.jpg,0,8,59,36,0,103,3.2718446601941698,0.5972842913157679,61.3
5119374431.jpg,1,16,78,6,1,102,2.90196078431373,0.5360250459932371,49.825
4905609957.jpg,1,29,71,4,0,105,2.74285714285714,0.5375974228091029,47.1710526315789
7692418948.jpg,0,14,67,25,0,106,3.1037735849056602,0.600464031403949,58.4630434782609
7055266351.jpg,0,0,30,71,6,107,3.7757009345794397,0.5374364589902221,74.15
4943600012.jpg,0,6,48,45,4,103,3.4563106796116503,0.668282830654486,69.37980769230771
7392719524.jpg,0,0,32,67,6,105,3.7523809523809506,0.5508900557097149,76.11428571428571
9942195273.jpg,0,0,31,76,1,108,3.72222222222222,0.47030181864740106,74.87837837837841
8021456503.jpg,0,0,35,72,2,109,3.6972477064220204,0.50008494011783,72.7542016806723
6190639250.jpg,0,4,51,71,3,129,3.5658914728682203,0.597455035446053,72.5827067669173
8357910475.jpg,0,1,29,71,6,107,3.76635514018692,0.559302787883853,73.031512605042
5317045814.jpg,0,0,49,51,2,102,3.53921568627451,0.53900474156975,66.6215596330275
4614592470.jpg,3,58,39,0,0,100,2.36,0.541602560309064,35.2110091743119
5906624117.jpg,0,3,46,43,4,96,3.5,0.6324555320336761,69.6432038834951
5520092588.jpg,0,26,70,10,0,106,2.84905660377358,0.565558347462529,49.9978260869565
7175697564.jpg,1,0,42,64,4,111,3.6306306306306295,0.601935181166513,71.125
8545722241.jpg,1,22,67,16,2,108,2.96296296296296,0.682572455856477,52.5625
6935652834.jpg,5,60,44,1,0,110,2.37272727272727,0.5882502573772671,35.2375
9002438378.jpg,0,3,55,67,1,126,3.52380952380952,0.5616302800139711,71.884
7484588674.jpg,0,4,52,44,4,104,3.4615384615384603,0.637395747014501,68.18918918918921
8723579314.jpg,0,1,59,61,0,121,3.4958677685950397,0.518394427409425,68.925
5058695994.jpg,0,1,13,73,20,107,4.04672897196262,0.588941768753835,80.9348739495798
6882017804.jpg,1,33,58,14,0,106,2.80188679245283,0.667900923943703,46.96428571428571
4711939216.jpg,3,88,18,3,0,112,2.1875,0.511687721490681,31.5454545454545
2903155533.jpg,0,7,77,19,2,105,3.1523809523809505,0.5508900557097149,60.5069444444444
4398385361.jpg,0,0,14,77,14,105,4.0,0.518874521662771,80.4418103448276
