image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,MOS_zscore
6961812492.jpg,0,5,62,38,0,105,3.31428571428571,0.560121650836909,63.526315789473706
7697080640.jpg,0,1,63,46,1,111,3.42342342342342,0.531713346380437,66.1610169491525
5115968572.jpg,0,6,58,40,1,105,3.3428571428571403,0.601737411241741,62.695652173913004
9365989820.jpg,0,20,61,21,0,102,3.0098039215686296,0.637058494589801,55.247641509434004
4257293580.jpg,19,73,21,0,0,113,2.01769911504425,0.5973498150305789,26.997899159663895
3250534214.jpg,7,36,55,6,0,104,2.57692307692308,0.706314208419796,41.7521551724138
6139148199.jpg,3,40,58,6,0,107,2.62616822429907,0.637260713300787,43.06756756756761
268926698.jpg,0,18,73,14,0,105,2.96190476190476,0.5533779054381429,53.4575471698113
5310130081.jpg,0,1,33,68,1,103,3.66990291262136,0.5123637937523461,74.734375
11051374673.jpg,0,4,65,31,0,100,3.27,0.529054808029367,62.614864864864906
7991449337.jpg,0,0,21,65,13,99,3.91919191919192,0.5833885476121851,80.8509174311927
109825878.jpg,5,56,43,2,0,106,2.3962264150943398,0.612244042270399,37.23125
4520380552.jpg,0,20,69,22,0,111,3.0180180180180196,0.6176492382336279,55.3940677966102
7260057636.jpg,0,5,55,46,0,106,3.38679245283019,0.5785162419744261,66.3125
9689861322.jpg,2,44,52,3,0,101,2.5544554455445496,0.5911894370631551,40.2224576271186
8469388516.jpg,0,11,69,19,4,103,3.15533980582524,0.6531564619538871,58.603982300885
8025466958.jpg,1,3,86,50,1,141,3.3333333333333304,0.5690426379538921,64.9234693877551
5107410477.jpg,1,9,74,16,0,100,3.05,0.538891492235719,56.163135593220304
3951898034.jpg,0,1,37,68,4,110,3.68181818181818,0.5573827795771421,71.95
6208522710.jpg,0,2,53,48,3,106,3.4905660377358503,0.5895160730288779,67.9012605042017
8539498079.jpg,1,11,63,27,0,102,3.13725490196078,0.62993345061479,57.775
3175529254.jpg,0,14,66,22,1,103,3.0970873786407798,0.6185777980902,55.873853211009205
8263016549.jpg,0,15,77,9,2,103,2.98058252427184,0.5597720566247291,54.5471698113208
3653613515.jpg,0,6,53,43,0,102,3.36274509803922,0.593516382889227,62.4587155963303
8718842570.jpg,1,14,60,25,0,100,3.09,0.6528105515091011,56.5911214953271
2982904736.jpg,0,0,26,77,2,105,3.7714285714285696,0.4652778916771311,74.4469026548673
8638666116.jpg,0,3,40,59,1,103,3.56310679611651,0.5717174489413,71.69266055045871
7906332480.jpg,0,2,57,41,1,101,3.4059405940594103,0.550966747123312,65.2
3026852045.jpg,0,0,42,55,4,101,3.6237623762376203,0.5630539076947221,70.6238317757009
7250719968.jpg,0,0,27,77,2,106,3.76415094339623,0.469079885418106,76.4514563106796
8452772155.jpg,0,6,33,53,3,95,3.55789473684211,0.663898695708535,71.80582524271841
2349676135.jpg,9,59,32,7,1,108,2.3703703703703702,0.7684502257103281,37.025
5075275205.jpg,0,3,35,82,0,120,3.65833333333333,0.526536699916106,76.00625
5276281329.jpg,0,18,72,13,0,103,2.95145631067961,0.549128378445065,54.0044247787611
8252742940.jpg,0,2,14,64,28,108,4.09259259259259,0.6772268499548421,83.5
5903930781.jpg,0,8,31,64,2,105,3.5714285714285694,0.662993544131796,72.76699029126209
4976142964.jpg,0,17,68,13,0,98,2.9591836734693904,0.554612660358259,52.655405405405396
3109733480.jpg,0,0,7,79,20,106,4.12264150943396,0.491892945934943,83.0805084745763
2646059323.jpg,0,6,47,53,3,109,3.4862385321100895,0.6471401316430699,67.4380530973451
6694664547.jpg,0,2,55,47,0,104,3.43269230769231,0.535432373634963,66.4602803738318
4401185827.jpg,5,33,59,10,0,107,2.69158878504673,0.7059212494599352,46.095338983050794
5454884110.jpg,0,0,18,81,6,105,3.88571428571429,0.46645730520854495,79.8419811320755
7914158128.jpg,0,5,49,50,1,105,3.4476190476190496,0.6041674561065961,65.0460526315789
434815119.jpg,19,77,9,0,0,105,1.9047619047619,0.5099737837117321,22.9521739130435
5202282320.jpg,0,1,22,71,6,100,3.82,0.538985204347068,76.8421052631579
5875925963.jpg,0,13,93,13,0,119,3.0,0.469402794038177,54.730769230769205
5525531268.jpg,1,34,69,9,0,113,2.76106194690265,0.601699027207627,47.944690265486706
9286263885.jpg,0,23,74,6,0,103,2.83495145631068,0.506759938112031,49.837053571428605
11504601393.jpg,1,25,59,21,0,106,2.94339622641509,0.687717947157675,52.317796610169495
6128722390.jpg,0,5,69,34,0,108,3.26851851851852,0.540101781364678,62.3684210526316
8664375707.jpg,0,7,55,44,1,107,3.3644859813084103,0.620293955945691,65.9205607476636
8395743743.jpg,0,4,38,53,13,108,3.69444444444444,0.729336317602829,71.09033613445379
5051600612.jpg,0,8,56,40,5,109,3.3853211009174298,0.6926633632785889,63.08125
9335639356.jpg,17,80,3,0,0,100,1.86,0.42687494916219004,22.45
3256723994.jpg,0,12,85,9,0,106,2.97169811320755,0.446308609219084,54.993303571428605
6862989864.jpg,0,2,30,73,0,105,3.67619047619048,0.5094347941825429,75.6504854368932
3421464878.jpg,0,2,54,44,1,101,3.4356435643564396,0.555262849183311,63.5940366972477
7875370780.jpg,0,5,51,48,1,105,3.4285714285714306,0.602193791596495,67.6407766990291
6143020134.jpg,1,4,65,60,2,132,3.43939393939394,0.6209765242157801,68.5277777777778
348162485.jpg,12,83,12,0,0,107,2.0,0.475830951430886,26.3046218487395
8278414113.jpg,0,15,105,25,0,145,3.0689655172413794,0.522483019577791,58.31
3597613662.jpg,0,0,46,52,2,100,3.56,0.53785958138991,69.6490825688073
7628564828.jpg,0,7,41,54,2,104,3.49038461538462,0.653522082848563,67.2894736842105
5090549164.jpg,0,3,57,44,2,106,3.42452830188679,0.584695495964266,66.3599137931034
5592815589.jpg,0,4,74,21,1,100,3.19,0.5064233865696239,62.36428571428571
4519546786.jpg,0,10,66,38,0,114,3.24561403508772,0.603256700064703,59.395652173913
7159650647.jpg,0,30,90,8,0,128,2.828125,0.519075116315503,50.30511811023621
4830420359.jpg,0,12,74,21,0,107,3.0841121495327095,0.551524393943865,58.3849557522124
3759763464.jpg,2,31,64,9,0,106,2.7547169811320797,0.6296079014860411,48.5776699029126
5071049710.jpg,0,24,67,15,2,108,2.9537037037037,0.661127036292569,51.0546218487395
11126091314.jpg,0,40,60,3,0,103,2.64077669902913,0.539687072220866,42.5472972972973
5657214180.jpg,0,2,40,86,2,130,3.6769230769230803,0.531421738174505,75.9645669291339
7908624656.jpg,0,2,15,78,7,102,3.88235294117647,0.532026159690691,82.17688679245279
8701800150.jpg,0,2,35,61,5,103,3.66990291262136,0.600463048683739,71.31081081081079
2622466873.jpg,0,13,75,16,0,104,3.02884615384615,0.52982376203792,57.9174311926606
8512098446.jpg,0,13,70,24,0,107,3.1028037383177596,0.581711518973664,56.61875
2907072293.jpg,37,65,8,0,0,110,1.7363636363636399,0.5854077654734039,21.1666666666667
6297143428.jpg,0,1,20,75,6,102,3.84313725490196,0.521708883566678,82.4882075471698
8906347187.jpg,0,1,47,69,1,118,3.59322033898305,0.526840090492657,71.9358974358974
3814668128.jpg,1,20,90,34,2,147,3.1088435374149705,0.6634204817653411,59.7678571428571
9690359369.jpg,1,5,76,46,0,128,3.3046875,0.582670930616782,64.82558139534879
304760277.jpg,0,1,34,63,2,100,3.66,0.535978289926679,74.2660550458716
9130413555.jpg,0,31,67,10,0,108,2.80555555555556,0.587380265521398,47.54375
8442013836.jpg,1,41,82,7,0,131,2.7251908396946605,0.5691212540062071,46.7843511450382
18438855.jpg,0,1,33,62,11,107,3.7757009345794397,0.634070575426553,74.6207627118644
2476813465.jpg,0,7,78,16,0,101,3.08910891089109,0.471147745425787,54.511467889908296
11079282234.jpg,0,0,40,95,1,136,3.71323529411765,0.46995804754126896,76.3617021276596
3233213622.jpg,0,2,57,46,3,108,3.46296296296296,0.586864405455927,65.4747899159664
2741854107.jpg,10,65,33,2,0,110,2.2454545454545496,0.6380354543708331,33.306722689075606
3183550454.jpg,0,7,58,37,0,102,3.2941176470588194,0.5901541214057819,63.350961538461505
2495556421.jpg,0,0,16,80,6,102,3.90196078431373,0.456196152044242,78.6875
8916833328.jpg,0,11,74,20,0,105,3.0857142857142903,0.5391283155792701,56.54525862068971
2693336679.jpg,1,51,47,2,0,101,2.4950495049505,0.5589948546496221,39.9036697247706
3973813247.jpg,1,55,49,5,0,110,2.52727272727273,0.601360703388282,39.98125
2768178889.jpg,1,47,52,4,0,104,2.5673076923076903,0.5873161447813571,42.6880530973451
5669648365.jpg,0,5,71,21,1,98,3.1836734693877595,0.5245899483673371,59.052752293577996
7690007638.jpg,1,13,60,28,0,102,3.1274509803921604,0.655087759632869,58.75
3563134047.jpg,0,5,44,54,2,105,3.5047619047619,0.622090296497492,70.0353773584906
7979893598.jpg,1,18,78,8,1,106,2.9056603773584904,0.5610925038205961,52.194196428571395
62458506.jpg,0,12,41,47,4,104,3.4134615384615397,0.745349034327118,64.5320512820513
6810820079.jpg,0,0,26,81,3,110,3.79090909090909,0.47109971957979,74.6906779661017
9050414795.jpg,0,1,36,64,4,105,3.67619047619048,0.563219421909541,72.5239130434783
4725670933.jpg,0,3,69,33,0,105,3.28571428571429,0.513552591013095,61.2608695652174
2753606061.jpg,0,10,80,37,0,127,3.2125984251968505,0.5722403932059921,62.209677419354804
2418067534.jpg,7,78,28,0,0,113,2.1858407079646,0.526929660634735,32.1281512605042
5628676220.jpg,0,2,34,69,1,106,3.65094339622642,0.5352783491336189,71.2364864864865
2973164436.jpg,6,69,33,1,0,109,2.26605504587156,0.571583275985521,32.5652173913044
9376075949.jpg,0,3,35,60,2,100,3.61,0.584220105194208,71.0871559633027
9257583469.jpg,0,0,17,81,5,103,3.8834951456310693,0.449421651742142,81.74305555555559
6729160073.jpg,0,4,39,66,2,111,3.59459459459459,0.593577418989429,72.6185344827586
5001805928.jpg,3,40,57,1,0,101,2.5544554455445496,0.5740252176473171,40.1689189189189
6376701103.jpg,1,5,67,30,0,103,3.22330097087379,0.5761950724100621,60.794871794871796
4804146129.jpg,4,43,51,4,0,102,2.5392156862745097,0.639795273992229,39.8819444444444
4981035833.jpg,0,0,41,59,2,102,3.61764705882353,0.527353145004104,69.925
8416061748.jpg,0,4,38,62,3,107,3.5981308411215003,0.612138427495947,72.625
92336148.jpg,0,8,39,57,2,106,3.5,0.665475125648692,66.10625
11495616074.jpg,1,66,38,1,0,106,2.36792452830189,0.5223658943529029,37.8303571428571
2672397400.jpg,0,4,39,54,4,101,3.5742574257425694,0.637911195284506,67.7300884955752
8884240572.jpg,0,2,43,56,2,103,3.56310679611651,0.5717174489413,71.7683486238532
2304159288.jpg,2,23,90,25,0,140,2.98571428571429,0.634564534145968,54.874161073825505
4571847379.jpg,0,23,70,14,0,107,2.9158878504672905,0.5847349879832321,53.15178571428571
5464519026.jpg,2,28,56,18,0,104,2.86538461538462,0.7113189213822131,48.55
2308986836.jpg,0,3,53,43,0,99,3.4040404040404,0.551790997093378,64.6869158878505
8100313754.jpg,0,1,6,76,23,106,4.14150943396226,0.542282288907294,85.02521008403359
5590179803.jpg,0,12,61,28,0,101,3.1584158415841603,0.6120894259391629,57.475
5865132229.jpg,0,10,65,32,0,107,3.20560747663551,0.594603367991295,57.91806722689079
8941443262.jpg,0,1,57,40,2,100,3.43,0.5551412596644371,65.7133027522936
3190025525.jpg,1,20,71,9,0,101,2.87128712871287,0.55970289148143,49.2477678571429
8192992760.jpg,0,7,71,27,0,105,3.19047619047619,0.538788493096354,60.0135135135135
6694669509.jpg,0,3,70,34,0,107,3.2897196261682202,0.514127687583038,64.6869158878505
8539670364.jpg,1,6,74,24,2,107,3.18691588785047,0.600798856892478,58.38815789473679
6860404399.jpg,1,50,54,3,0,108,2.5462962962963,0.570034582641014,41.5625
2901332011.jpg,0,6,60,38,2,106,3.3396226415094303,0.615464090520783,61.5466101694915
6332883956.jpg,36,66,1,0,0,103,1.6601941747572801,0.49613008371367107,16.9
3827911032.jpg,0,3,45,53,1,102,3.5098039215686296,0.5758351324697449,72.39719626168221
2676837522.jpg,1,9,59,28,0,97,3.17525773195876,0.6293235336181511,60.7720588235294
10732971054.jpg,0,19,75,8,0,102,2.8921568627451,0.505550630992575,51.1
3647757599.jpg,0,9,82,15,0,106,3.05660377358491,0.474696668646115,55.5217391304348
3364868711.jpg,16,73,13,1,0,103,1.99029126213592,0.568712781692267,26.5675675675676
3475877294.jpg,7,90,14,0,0,111,2.06306306306306,0.43231468503393106,29.3156779661017
935105924.jpg,0,27,90,9,0,126,2.85714285714286,0.517134964422801,50.2441860465116
3820650799.jpg,6,56,41,1,0,104,2.35576923076923,0.606089955045593,35.0794392523364
6656935539.jpg,34,52,10,0,0,96,1.75,0.6324555320336761,17.971428571428604
6238346062.jpg,0,1,28,83,2,114,3.75438596491228,0.489923301000493,73.4008620689655
10153847086.jpg,0,9,74,25,1,109,3.1651376146788994,0.569498828859231,59.23125
3792378354.jpg,0,2,70,35,0,107,3.30841121495327,0.503032594939087,63.8040540540541
10569725133.jpg,0,0,28,75,4,107,3.7757009345794397,0.501100886444381,74.3008849557522
