image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,MOS_zscore
62458506.jpg,0,12,41,47,4,104,3.4134615384615397,0.745349034327118,64.5320512820513
5993869890.jpg,0,1,17,80,7,105,3.88571428571429,0.506007861642441,75.62162162162159
5495551820.jpg,0,34,64,6,0,104,2.73076923076923,0.561391634768236,46.98478260869571
10009096245.jpg,0,0,21,75,13,109,3.9266055045871604,0.5562177500988029,77.24375
3099787122.jpg,0,3,74,33,0,110,3.2727272727272703,0.505185784866346,62.32743362831861
5554413140.jpg,1,0,32,67,7,107,3.73831775700935,0.619440535744331,73.5168067226891
8083120146.jpg,0,0,16,85,5,106,3.8962264150943398,0.434889045138311,77.3486842105263
7539744490.jpg,0,8,65,31,0,104,3.22115384615385,0.573809121695014,61.0070754716981
6875112664.jpg,0,4,91,30,0,125,3.208,0.480188135173382,62.7073170731707
6834902092.jpg,0,8,115,29,0,152,3.1381578947368403,0.475204272636476,60.0526315789474
4670475171.jpg,0,0,16,83,8,107,3.92523364485981,0.46986418309492106,78.1617647058823
9716988368.jpg,0,3,60,69,0,132,3.5,0.545628008504074,72.4790076335878
8455329161.jpg,0,2,17,80,3,102,3.82352941176471,0.49575953740534706,79.61298076923079
8729980010.jpg,0,4,41,53,3,101,3.54455445544554,0.624896030956311,68.0023364485981
10676427864.jpg,0,0,23,74,2,99,3.78787878787879,0.45787279386504404,75.872641509434
6769268131.jpg,0,4,43,50,2,99,3.5050505050505096,0.612351395946061,67.9839449541284
2517718928.jpg,0,2,49,65,7,123,3.6260162601626003,0.6193382770124771,73.0681818181818
9450353504.jpg,8,64,53,1,0,126,2.3730158730158704,0.616235370411365,37.0853658536585
4236326911.jpg,0,19,67,16,0,102,2.9705882352941204,0.587929448736755,51.5596330275229
272115602.jpg,1,13,64,27,0,105,3.11428571428571,0.640226608233452,57.27678571428571
3018181041.jpg,0,29,69,9,0,107,2.81308411214953,0.568527411288765,49.2086956521739
9784668705.jpg,0,1,46,63,0,110,3.5636363636363595,0.516290095668838,70.9152542372881
6568238645.jpg,0,8,68,24,1,101,3.17821782178218,0.5726436868413101,56.924778761061894
4247073360.jpg,64,41,4,0,0,109,1.44954128440367,0.569051168240706,11.4173728813559
2161809899.jpg,0,9,79,17,1,106,3.0943396226415096,0.526050909844691,57.79241071428571
11288559554.jpg,0,4,76,27,0,107,3.21495327102804,0.49579433850911403,62.4509345794393
3736336896.jpg,0,27,71,12,0,110,2.8636363636363598,0.582264997321599,49.8310810810811
8899231880.jpg,3,45,56,0,0,104,2.5096153846153797,0.557302663192804,41.0389908256881
8474312023.jpg,0,2,48,57,2,109,3.5412844036697204,0.569797073880386,68.5921052631579
3379476157.jpg,1,6,51,45,3,106,3.4056603773584904,0.6869990210957528,62.4555084745763
8171751224.jpg,0,1,74,61,2,138,3.46376811594203,0.542492494345536,68.1538461538462
8503728878.jpg,4,54,46,1,0,105,2.41904761904762,0.584757549708759,36.9159482758621
9660068454.jpg,0,11,62,21,2,96,3.1458333333333304,0.632108695960412,59.9174528301887
7122976485.jpg,0,0,27,71,5,103,3.7864077669902905,0.517355368382299,78.58173076923079
4732496293.jpg,0,21,68,10,0,99,2.88888888888889,0.551230328704296,51.025
7645259944.jpg,3,56,49,3,1,112,2.49107142857143,0.643687794535501,40.205128205128204
5118376207.jpg,0,4,66,30,3,103,3.31067961165049,0.594568985650855,65.05
5397802120.jpg,0,1,36,56,7,100,3.69,0.614554121031474,71.5337837837838
5867990992.jpg,3,52,46,5,1,107,2.52336448598131,0.677757044360061,40.8152173913044
3796455854.jpg,0,10,58,34,0,102,3.23529411764706,0.616224058972176,59.052752293577996
6419135601.jpg,0,3,67,36,3,109,3.3577981651376096,0.585676812974409,63.35625
9915601385.jpg,0,4,50,47,4,105,3.48571428571429,0.637215784521975,65.6602564102564
4373157351.jpg,1,9,72,26,0,108,3.13888888888889,0.587380265521398,58.6800847457627
