image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,MOS_zscore
8284022272.jpg,0,1,46,64,1,112,3.58035714285714,0.5308227993152179,70.6271551724138
9602714230.jpg,0,7,61,37,0,105,3.28571428571429,0.5836602955995379,60.6081081081081
8706810197.jpg,0,2,37,65,6,110,3.68181818181818,0.604749067406287,70.6050420168067
7169652147.jpg,0,3,64,43,1,111,3.37837837837838,0.556842625948939,64.91891891891889
5844921100.jpg,0,3,41,55,6,105,3.60952380952381,0.642938537785661,68.69230769230771
9354878188.jpg,0,2,41,66,1,110,3.6,0.545204279533844,70.94871794871791
2819296433.jpg,1,33,62,10,0,106,2.76415094339623,0.625671247807053,46.195652173913004
3567613299.jpg,0,1,56,52,3,112,3.5089285714285694,0.569424171197436,67.89375
6160450342.jpg,5,52,45,4,0,106,2.45283018867925,0.649279094317736,37.4849137931034
3222932292.jpg,0,12,70,24,0,106,3.11320754716981,0.574385878540122,54.2304347826087
7897296676.jpg,0,0,66,35,2,103,3.37864077669903,0.526112357610771,64.421875
7538834488.jpg,0,1,45,52,1,99,3.5353535353535404,0.540467131911043,67.3650442477876
7263783306.jpg,3,43,57,2,0,105,2.55238095238095,0.588037027565055,40.0401785714286
8715401905.jpg,18,71,12,0,0,101,1.9405940594059399,0.544459037544935,22.950892857142897
4976501337.jpg,0,6,55,49,0,110,3.39090909090909,0.591925090497635,61.939075630252105
1159028861.jpg,0,0,36,71,2,109,3.6880733944954103,0.503639489420867,72.9125
5803562101.jpg,0,3,54,41,0,98,3.38775510204082,0.549276057032683,65.1834862385321
5184701000.jpg,20,69,20,0,0,109,2.0,0.608580619450185,24.5304347826087
2657101675.jpg,0,7,69,25,1,102,3.1960784313725497,0.5635674151433671,61.55045871559629
6613235741.jpg,6,44,48,6,0,104,2.51923076923077,0.696464988502015,42.3308823529412
8405979865.jpg,1,23,95,9,0,128,2.875,0.51741331199832,52.1240157480315
4000774743.jpg,0,8,71,27,1,107,3.1962616822429903,0.5736222597791379,60.164285714285704
11013892854.jpg,6,93,12,0,0,111,2.05405405405405,0.400859028447609,27.497881355932197
9960023395.jpg,0,3,61,44,1,109,3.39449541284404,0.561386323439955,65.4747899159664
5162032167.jpg,1,20,80,4,0,105,2.8285714285714305,0.489449118459151,48.1959459459459
4065100469.jpg,0,3,54,43,1,101,3.4158415841584198,0.570391562572121,65.125
6104666546.jpg,0,5,62,51,2,120,3.4166666666666696,0.6022832373885361,66.5805084745763
6814736135.jpg,0,38,62,11,0,111,2.7567567567567597,0.621087260978186,46.3050847457627
8185829074.jpg,0,1,47,53,6,107,3.5981308411215003,0.612138427495947,73.4247787610619
5992863973.jpg,0,0,38,63,5,106,3.68867924528302,0.558283211063718,73.8378378378378
6958947570.jpg,0,3,48,51,0,102,3.4705882352941204,0.55768052803139,67.1556603773585
8207139364.jpg,0,31,62,9,0,102,2.7843137254902,0.590811674948363,46.185779816513794
7448603724.jpg,0,0,30,75,4,109,3.7614678899082596,0.507336592353515,71.4
8636833629.jpg,6,80,22,0,0,108,2.1481481481481497,0.48941725436997296,30.810924369747895
5081374671.jpg,3,42,52,6,0,103,2.5922330097087403,0.648329576135343,44.075221238938106
8319445883.jpg,0,4,36,65,5,110,3.64545454545455,0.629348922873686,72.3834745762712
136948336.jpg,0,0,16,76,14,106,3.9811320754717006,0.534186200379279,78.9625
3572950777.jpg,0,2,29,61,11,103,3.7864077669902905,0.651551473248295,76.74285714285709
8986464809.jpg,0,0,11,75,15,101,4.03960396039604,0.5083461828165511,81.4375
6116188135.jpg,0,1,31,74,1,107,3.70093457943925,0.499338303120032,72.87288135593221
4529654985.jpg,5,80,23,0,0,108,2.1666666666666696,0.48336824452283206,32.1822033898305
80184044.jpg,94,10,0,0,0,104,1.09615384615385,0.296229731410389,3.91176470588235
2034844231.jpg,0,5,80,22,0,107,3.1588785046729,0.47878645159580796,61.0630841121495
6197628088.jpg,0,0,35,72,2,109,3.6972477064220204,0.50008494011783,76.0138888888889
6048178491.jpg,6,57,34,2,0,99,2.32323232323232,0.6198795608543289,32.3938053097345
3948731617.jpg,0,1,35,69,0,105,3.6476190476190498,0.499633565359354,74.5688073394495
8646019769.jpg,0,4,67,52,0,123,3.3902439024390203,0.552700469401329,66.3181818181818
6237170971.jpg,0,16,51,40,0,107,3.2242990654205603,0.691026188168703,61.1970338983051
8349327834.jpg,3,37,87,6,0,133,2.7218045112782003,0.5819687518770339,47.25
3900873243.jpg,0,21,71,13,1,106,2.94339622641509,0.598890858635405,53.7860169491525
8023758470.jpg,0,0,54,51,2,107,3.5140186915887797,0.5384198751081529,67.2796610169491
4187118157.jpg,0,0,26,69,8,103,3.8252427184466,0.5499943754796078,76.10344827586209
2903155533.jpg,0,7,77,19,2,105,3.1523809523809505,0.5508900557097149,60.5069444444444
5453875819.jpg,0,4,78,46,0,128,3.328125,0.534029032800667,64.6698473282443
2199106763.jpg,0,34,55,20,0,109,2.87155963302752,0.6952340057850049,50.775
7058304697.jpg,0,1,53,65,4,123,3.58536585365854,0.5715499385592591,71.0909090909091
4989495161.jpg,0,0,23,78,8,109,3.86238532110092,0.517613646641916,77.2942477876106
5782928744.jpg,0,7,64,36,1,108,3.28703703703704,0.5967345082880601,62.34027777777779
372866056.jpg,0,41,58,4,0,103,2.64077669902913,0.557557153177668,44.520642201834896
6993179262.jpg,9,58,42,1,0,110,2.31818181818182,0.634364786408574,35.2635135135135
7992863678.jpg,0,3,57,42,0,102,3.38235294117647,0.5458052031116399,63.7284482758621
4671787703.jpg,0,4,63,38,0,105,3.32380952380952,0.5458803421862229,63.46428571428571
71775760.jpg,2,38,57,8,0,105,2.67619047619048,0.642938537785661,45.6875
6678741473.jpg,0,2,21,71,6,100,3.81,0.563090318750649,74.81194690265491
2310631117.jpg,5,65,29,1,0,100,2.26,0.561743318211757,34.1542056074766
